Hole Depth,True Vertical Depth,Rate Of Penetration,Rate Of Penetration,Rotary RPM,Rotary Torque,Weight on Bit,Differential Pressure,Inclination,YYYY/MM/DD,HH:MM:SS
2514.0,-999.25,965.34,965.34,81.18,18.698,11.8,4470.9,16.6,2019/10/07,03:51:12
2515.0,-999.25,965.73,965.73,81.37,16.439,9.7,3106.0,16.6,2019/10/07,03:51:17
2516.0,-999.25,950.11,950.11,80.79,16.156,10.7,4091.8,16.6,2019/10/07,03:51:20
2517.0,-999.25,929.25,929.25,81.04,18.585,10.8,4440.2,16.6,2019/10/07,03:51:25
2518.0,-999.25,909.20,909.20,79.73,20.110,11.0,4503.4,16.6,2019/10/07,03:51:29
2519.0,-999.25,897.60,897.60,80.29,20.449,12.7,4582.7,16.6,2019/10/07,03:51:32
2520.0,-999.25,897.05,897.05,79.20,20.449,12.7,4582.7,16.6,2019/10/07,03:51:36
2521.0,-999.25,900.68,900.68,78.58,20.167,13.8,4707.1,16.6,2019/10/07,03:51:40
2522.0,-999.25,900.57,900.57,80.26,20.449,13.8,4828.5,16.6,2019/10/07,03:51:44
2523.0,-999.25,899.44,899.44,81.54,16.382,10.5,4427.7,16.6,2019/10/07,03:51:48
2524.0,-999.25,898.31,898.31,80.65,18.190,10.1,3792.7,16.6,2019/10/07,03:51:52
2525.0,-999.25,901.68,901.68,81.65,16.777,9.9,3403.1,16.6,2019/10/07,03:51:56
2526.0,-999.25,914.94,914.94,80.51,19.263,12.3,4249.7,16.6,2019/10/07,03:52:00
2527.0,-999.25,926.89,926.89,79.59,18.924,12.4,4433.1,16.6,2019/10/07,03:52:04
2528.0,-999.25,935.11,935.11,80.29,19.602,12.9,4337.0,16.6,2019/10/07,03:52:07
2529.0,-999.25,938.58,938.58,79.95,20.280,12.9,4600.6,16.6,2019/10/07,03:52:11
2530.0,-999.25,937.78,937.78,79.75,20.901,12.8,4673.1,16.6,2019/10/07,03:52:15
2531.0,-999.25,935.74,935.74,79.48,20.449,13.2,4724.1,16.6,2019/10/07,03:52:19
2532.0,-999.25,933.90,933.90,78.64,18.868,13.2,4872.9,16.6,2019/10/07,03:52:23
2533.0,-999.25,929.75,929.75,78.67,20.958,13.2,4942.5,16.6,2019/10/07,03:52:27
2534.0,-999.25,927.66,927.66,78.69,20.958,13.3,4997.2,16.6,2019/10/07,03:52:31
2535.0,-999.25,924.37,924.37,78.47,20.958,13.3,4941.5,16.6,2019/10/07,03:52:35
2536.0,-999.25,921.18,921.18,78.69,20.958,13.7,5064.9,16.6,2019/10/07,03:52:39
2537.0,-999.25,919.55,919.55,78.78,20.958,13.7,5018.4,16.6,2019/10/07,03:52:43
2538.0,-999.25,914.61,914.61,78.72,20.958,13.6,5109.9,16.6,2019/10/07,03:52:48
2539.0,-999.25,903.15,903.15,78.55,20.506,13.4,4996.7,16.6,2019/10/07,03:52:52
2540.0,-999.25,886.58,886.58,78.16,19.207,14.2,4959.7,16.6,2019/10/07,03:52:56
2541.0,-999.25,864.77,864.77,78.53,20.506,14.1,4944.2,16.6,2019/10/07,03:53:01
2542.0,-999.25,838.09,838.09,78.69,20.958,13.6,4965.9,16.6,2019/10/07,03:53:06
2543.0,-999.25,819.27,819.27,78.89,20.958,13.6,4949.1,16.6,2019/10/07,03:53:10
2544.0,-999.25,805.62,805.62,78.81,20.958,13.3,4932.0,16.6,2019/10/07,03:53:14
2545.0,-999.25,811.93,811.93,78.92,20.449,12.9,5152.9,16.6,2019/10/07,03:53:18
2546.0,-999.25,829.48,829.48,79.08,19.433,12.2,4668.6,16.6,2019/10/07,03:53:22
2547.0,-999.25,853.42,853.42,77.83,20.845,13.6,4718.1,16.6,2019/10/07,03:53:26
2548.0,-999.25,869.63,869.63,80.84,20.958,13.6,4898.0,16.6,2019/10/07,03:53:30
2549.0,-999.25,39.59,39.59,80.45,5.931,-0.3,-169.7,16.6,2019/10/07,03:59:48
2550.0,-999.25,148.68,148.68,80.59,6.044,0.1,651.2,16.6,2019/10/07,04:00:12
2551.0,-999.25,148.76,148.76,80.70,6.835,0.9,3261.6,16.6,2019/10/07,04:00:36
2552.0,-999.25,157.82,157.82,80.59,12.541,4.4,3944.3,16.6,2019/10/07,04:00:53
2553.0,-999.25,228.77,228.77,81.32,12.202,5.6,4965.9,16.6,2019/10/07,04:01:00
2554.0,-999.25,358.02,358.02,80.40,8.982,4.7,4515.1,16.6,2019/10/07,04:01:05
2555.0,-999.25,501.63,501.63,80.76,11.411,6.5,4694.6,16.6,2019/10/07,04:01:12
2556.0,-999.25,41.89,41.89,80.15,8.304,2.9,413.8,16.6,2019/10/07,04:01:57
2557.0,-999.25,153.81,153.81,80.34,13.784,7.4,2591.8,16.6,2019/10/07,04:02:02
2558.0,-999.25,263.11,263.11,80.65,17.286,10.0,3131.2,16.6,2019/10/07,04:02:06
2559.0,-999.25,385.96,385.96,80.48,19.207,11.1,3902.5,16.6,2019/10/07,04:02:10
2560.0,-999.25,563.04,563.04,80.73,18.303,11.2,4302.8,16.6,2019/10/07,04:02:14
2561.0,-999.25,724.06,724.06,80.23,19.433,11.5,4290.0,16.6,2019/10/07,04:02:18
2562.0,-999.25,836.10,836.10,78.78,20.506,11.3,4476.0,16.6,2019/10/07,04:02:22
2563.0,-999.25,894.19,894.19,81.01,13.501,11.0,3941.0,16.6,2019/10/07,04:02:25
2564.0,-999.25,936.49,936.49,80.23,19.602,12.4,3877.1,16.6,2019/10/07,04:02:29
2565.0,-999.25,957.64,957.64,81.04,18.246,12.4,3876.5,16.6,2019/10/07,04:02:33
2566.0,-999.25,972.94,972.94,80.40,19.602,12.5,3876.5,16.6,2019/10/07,04:02:36
2567.0,-999.25,979.72,979.72,80.56,20.958,13.7,4741.6,16.6,2019/10/07,04:02:40
2568.0,-999.25,979.26,979.26,79.59,20.958,12.8,4684.1,16.6,2019/10/07,04:02:44
2569.0,-999.25,972.06,972.06,78.78,20.506,14.4,4653.4,16.6,2019/10/07,04:02:49
2570.0,-999.25,956.36,956.36,79.06,20.336,14.0,4813.0,16.6,2019/10/07,04:02:53
2571.0,-999.25,926.22,926.22,78.42,20.562,14.3,4813.0,16.6,2019/10/07,04:02:57
2572.0,-999.25,891.35,891.35,80.79,20.958,12.1,4353.2,16.6,2019/10/07,04:03:01
2573.0,-999.25,863.51,863.51,80.62,18.924,11.1,3945.6,16.6,2019/10/07,04:03:05
2574.0,-999.25,857.37,857.37,80.62,19.602,12.3,3945.6,16.6,2019/10/07,04:03:09
2575.0,-999.25,882.21,882.21,78.83,20.393,12.7,4134.9,16.6,2019/10/07,04:03:12
2576.0,-999.25,915.40,915.40,78.47,20.958,14.3,4701.4,16.6,2019/10/07,04:03:17
2577.0,-999.25,928.28,928.28,79.78,20.958,13.9,4878.1,16.6,2019/10/07,04:03:21
2578.0,-999.25,927.20,927.20,78.55,20.958,13.1,4434.9,16.6,2019/10/07,04:03:25
2579.0,-999.25,911.92,911.92,78.11,20.958,13.8,4715.6,16.6,2019/10/07,04:03:29
2580.0,-999.25,878.05,878.05,78.53,20.958,13.4,4638.1,16.6,2019/10/07,04:03:34
2581.0,-999.25,859.79,859.79,78.58,20.958,13.6,4699.9,16.6,2019/10/07,04:03:38
2582.0,-999.25,861.38,861.38,78.42,20.958,13.5,4536.7,16.6,2019/10/07,04:03:42
2583.0,-999.25,872.77,872.77,78.39,20.449,13.3,4405.4,16.6,2019/10/07,04:03:46
2584.0,-999.25,882.99,882.99,78.53,20.958,13.5,4668.1,16.6,2019/10/07,04:03:50
2585.0,-999.25,894.15,894.15,78.67,20.958,13.5,4885.4,16.6,2019/10/07,04:03:54
2586.0,-999.25,905.91,905.91,78.83,20.958,12.1,4857.9,16.6,2019/10/07,04:03:57
2587.0,-999.25,920.00,920.00,81.23,17.342,9.2,4146.5,16.6,2019/10/07,04:04:01
2588.0,-999.25,937.53,937.53,81.26,14.123,6.9,2413.5,16.6,2019/10/07,04:04:04
2589.0,-999.25,954.23,954.23,81.23,12.089,5.3,2212.5,16.6,2019/10/07,04:04:08
2590.0,-999.25,970.75,970.75,81.09,12.258,5.8,2177.3,16.6,2019/10/07,04:04:11
2591.0,-999.25,984.82,984.82,80.87,13.162,5.8,2300.9,16.6,2019/10/07,04:04:15
2592.0,-999.25,993.54,993.54,80.62,12.710,5.9,2371.7,16.6,2019/10/07,04:04:19
2593.0,-999.25,998.65,998.65,80.31,15.083,10.0,2235.9,16.6,2019/10/07,04:04:22
2594.0,-999.25,999.71,999.71,80.29,20.054,12.1,4167.4,16.6,2019/10/07,04:04:26
2595.0,-999.25,997.88,997.88,79.11,20.958,12.9,4378.1,16.6,2019/10/07,04:04:30
2596.0,-999.25,989.32,989.32,78.39,20.958,12.9,4738.4,16.6,2019/10/07,04:04:34
2597.0,-999.25,974.50,974.50,78.39,20.958,12.9,4774.0,16.6,2019/10/07,04:04:38
2598.0,-999.25,956.02,956.02,79.11,20.958,12.2,4805.4,16.6,2019/10/07,04:04:42
2599.0,-999.25,940.58,940.58,78.05,20.958,11.6,4434.6,16.6,2019/10/07,04:04:45
2600.0,-999.25,936.21,936.21,78.67,19.320,12.0,4314.5,16.6,2019/10/07,04:04:49
2601.0,-999.25,944.00,944.00,78.61,20.958,12.0,4467.0,16.6,2019/10/07,04:04:53
2602.0,-999.25,956.05,956.05,77.61,20.958,12.6,4580.4,16.6,2019/10/07,04:04:57
2603.0,-999.25,958.55,958.55,79.39,20.675,14.3,4404.9,16.6,2019/10/07,04:05:01
2604.0,-999.25,957.79,957.79,79.95,20.562,14.2,4067.6,16.6,2019/10/07,04:05:05
2605.0,-999.25,945.32,945.32,80.01,20.958,13.8,4526.6,16.6,2019/10/07,04:05:10
2606.0,-999.25,909.98,909.98,79.36,20.958,13.4,4504.1,16.6,2019/10/07,04:05:14
2607.0,-999.25,872.21,872.21,78.97,20.958,14.0,4504.1,16.6,2019/10/07,04:05:19
2608.0,-999.25,834.78,834.78,78.86,20.958,13.4,4584.5,16.6,2019/10/07,04:05:23
2609.0,-999.25,810.46,810.46,78.39,20.958,13.6,4667.8,16.6,2019/10/07,04:05:28
2610.0,-999.25,802.31,802.31,77.58,20.958,13.6,4781.6,16.6,2019/10/07,04:05:32
2611.0,-999.25,800.17,800.17,81.01,20.393,12.8,4550.3,16.6,2019/10/07,04:05:36
2612.0,-999.25,815.73,815.73,81.01,19.376,12.5,3840.5,16.6,2019/10/07,04:05:40
2613.0,-999.25,841.70,841.70,79.75,20.562,13.2,4153.3,16.6,2019/10/07,04:05:44
2614.0,-999.25,878.02,878.02,79.03,20.506,13.2,4153.3,16.6,2019/10/07,04:05:47
2615.0,-999.25,915.21,915.21,79.31,20.562,13.5,4208.5,16.6,2019/10/07,04:05:51
2616.0,-999.25,937.79,937.79,80.56,18.359,11.2,3976.2,16.6,2019/10/07,04:05:55
2617.0,-999.25,952.80,952.80,80.73,20.110,12.6,3513.0,16.6,2019/10/07,04:05:59
2618.0,-999.25,957.54,957.54,80.79,18.698,12.8,3907.2,16.6,2019/10/07,04:06:02
2619.0,-999.25,960.35,960.35,81.07,19.997,11.9,3816.2,16.6,2019/10/07,04:06:06
2620.0,-999.25,967.01,967.01,79.34,20.449,12.4,3873.6,16.6,2019/10/07,04:06:09
2621.0,-999.25,974.90,974.90,79.95,20.167,11.6,3873.6,16.6,2019/10/07,04:06:13
2622.0,-999.25,981.08,981.08,78.22,20.506,13.1,4173.6,16.6,2019/10/07,04:06:17
2623.0,-999.25,981.67,981.67,79.34,19.207,13.1,4290.8,16.6,2019/10/07,04:06:21
2624.0,-999.25,981.49,981.49,78.83,20.732,13.0,4062.1,16.6,2019/10/07,04:06:25
2625.0,-999.25,979.57,979.57,79.98,19.997,12.7,4103.8,16.6,2019/10/07,04:06:28
2626.0,-999.25,976.30,976.30,78.92,19.771,13.1,4301.0,16.6,2019/10/07,04:06:32
2627.0,-999.25,972.93,972.93,80.34,20.506,12.9,4392.1,16.6,2019/10/07,04:06:35
2628.0,-999.25,972.65,972.65,79.75,20.167,12.5,4143.3,16.6,2019/10/07,04:06:39
2629.0,-999.25,974.05,974.05,80.45,18.868,11.1,3607.7,16.6,2019/10/07,04:06:43
2630.0,-999.25,977.49,977.49,81.12,18.190,11.0,3277.9,16.6,2019/10/07,04:06:46
2631.0,-999.25,981.24,981.24,81.35,17.003,10.2,2970.9,16.6,2019/10/07,04:06:50
2632.0,-999.25,984.05,984.05,81.71,18.755,9.1,2573.6,16.6,2019/10/07,04:06:54
2633.0,-999.25,988.73,988.73,79.89,17.512,9.9,2366.7,16.6,2019/10/07,04:06:58
2634.0,-999.25,990.79,990.79,80.96,19.546,10.1,2573.3,16.6,2019/10/07,04:07:01
2635.0,-999.25,992.22,992.22,80.90,15.930,9.3,2002.5,16.6,2019/10/07,04:07:04
2636.0,-999.25,994.56,994.56,81.26,19.207,9.3,2162.7,16.6,2019/10/07,04:07:08
2637.0,-999.25,994.55,994.55,80.56,16.495,9.3,2447.2,16.6,2019/10/07,04:07:12
2638.0,-999.25,1003.72,1003.72,79.78,19.094,12.5,2599.3,16.6,2019/10/07,04:07:14
2639.0,-999.25,1019.69,1019.69,81.09,19.207,12.4,2868.7,16.6,2019/10/07,04:07:17
2640.0,-999.25,1051.60,1051.60,79.92,19.659,12.3,2522.8,16.6,2019/10/07,04:07:20
2641.0,-999.25,1088.72,1088.72,80.29,18.190,13.1,3061.0,16.6,2019/10/07,04:07:22
2642.0,-999.25,1135.87,1135.87,80.82,19.489,12.6,2805.1,16.6,2019/10/07,04:07:25
2643.0,-999.25,49.65,49.65,80.37,6.779,-0.4,-3328.3,16.6,2019/10/07,04:11:56
2644.0,-999.25,148.67,148.67,80.65,8.248,0.5,-1986.5,16.6,2019/10/07,04:12:21
2645.0,-999.25,148.69,148.69,80.73,7.852,0.2,-729.7,16.6,2019/10/07,04:12:45
2646.0,-999.25,167.57,167.57,80.76,12.145,4.6,1031.5,16.6,2019/10/07,04:12:58
2647.0,-999.25,250.94,250.94,80.40,13.388,6.4,1897.5,16.6,2019/10/07,04:13:04
2648.0,-999.25,394.97,394.97,80.37,15.365,6.4,2775.4,15.2,2019/10/07,04:13:10
2649.0,-999.25,528.09,528.09,80.54,15.139,7.2,2927.9,15.2,2019/10/07,04:13:16
2650.0,-999.25,591.52,591.52,80.48,14.970,7.6,3429.4,15.2,2019/10/07,04:13:22
2651.0,-999.25,600.69,600.69,81.29,17.003,7.0,3429.4,15.2,2019/10/07,04:13:28
2652.0,-999.25,600.64,600.64,81.54,15.422,6.7,3234.1,15.2,2019/10/07,04:13:34
2653.0,-999.25,598.84,598.84,81.26,16.777,6.2,3772.8,15.2,2019/10/07,04:13:40
2654.0,-999.25,603.66,603.66,80.48,18.642,8.4,3613.4,15.2,2019/10/07,04:13:45
2655.0,-999.25,632.73,632.73,79.14,20.449,13.3,4809.2,15.2,2019/10/07,04:13:49
2656.0,-999.25,674.66,674.66,80.45,15.535,12.7,4809.2,15.2,2019/10/07,04:13:52
2657.0,-999.25,739.51,739.51,80.06,15.478,8.2,3328.9,15.2,2019/10/07,04:13:56
2658.0,-999.25,814.92,814.92,81.21,15.704,8.3,2737.9,15.2,2019/10/07,04:14:00
2659.0,-999.25,877.16,877.16,81.15,14.913,8.1,3048.9,15.2,2019/10/07,04:14:03
2660.0,-999.25,935.18,935.18,80.65,14.970,6.8,2925.4,15.2,2019/10/07,04:14:07
2661.0,-999.25,969.41,969.41,80.70,19.433,11.6,3693.4,15.2,2019/10/07,04:14:11
2662.0,-999.25,981.84,981.84,78.53,20.958,12.4,4688.2,15.2,2019/10/07,04:14:15
2663.0,-999.25,984.63,984.63,78.72,20.732,11.5,4797.3,15.2,2019/10/07,04:14:18
2664.0,-999.25,983.66,983.66,78.81,20.675,11.5,4763.3,15.2,2019/10/07,04:14:22
2665.0,-999.25,969.92,969.92,78.89,20.958,11.4,4523.9,15.2,2019/10/07,04:14:26
2666.0,-999.25,955.58,955.58,78.67,20.958,11.3,4591.0,15.2,2019/10/07,04:14:30
2667.0,-999.25,948.91,948.91,77.41,20.958,11.9,4659.2,15.2,2019/10/07,04:14:33
2668.0,-999.25,953.40,953.40,77.77,20.958,11.9,4699.5,15.2,2019/10/07,04:14:37
2669.0,-999.25,959.77,959.77,76.54,20.958,13.2,4594.5,15.2,2019/10/07,04:14:41
2670.0,-999.25,963.66,963.66,78.97,17.625,11.9,4967.6,15.2,2019/10/07,04:14:45
2671.0,-999.25,964.54,964.54,78.39,20.845,12.2,4813.3,15.2,2019/10/07,04:14:49
2672.0,-999.25,963.52,963.52,77.88,20.958,12.5,4917.4,15.2,2019/10/07,04:14:52
2673.0,-999.25,960.06,960.06,77.58,20.958,13.2,5072.7,15.2,2019/10/07,04:14:56
2674.0,-999.25,957.88,957.88,77.83,20.958,13.2,5023.0,15.2,2019/10/07,04:15:00
2675.0,-999.25,954.15,954.15,78.50,20.958,12.0,4808.6,15.2,2019/10/07,04:15:04
2676.0,-999.25,950.46,950.46,78.64,20.958,12.8,4977.8,15.2,2019/10/07,04:15:08
2677.0,-999.25,947.61,947.61,78.33,20.958,12.9,5104.7,15.2,2019/10/07,04:15:11
2678.0,-999.25,944.26,944.26,78.42,19.884,12.9,4852.5,15.2,2019/10/07,04:15:15
2679.0,-999.25,949.00,949.00,78.58,20.958,13.0,4933.9,15.2,2019/10/07,04:15:19
2680.0,-999.25,949.43,949.43,77.91,20.958,13.2,4956.0,15.2,2019/10/07,04:15:23
2681.0,-999.25,949.16,949.16,78.33,20.958,12.5,4962.7,15.2,2019/10/07,04:15:27
2682.0,-999.25,947.78,947.78,78.47,20.958,12.3,4902.4,15.2,2019/10/07,04:15:31
2683.0,-999.25,943.59,943.59,78.42,20.958,12.5,4921.3,15.2,2019/10/07,04:15:34
2684.0,-999.25,938.42,938.42,78.08,20.958,12.2,4921.4,15.2,2019/10/07,04:15:38
2685.0,-999.25,939.59,939.59,77.55,20.958,11.8,4768.4,15.2,2019/10/07,04:15:42
2686.0,-999.25,945.76,945.76,78.64,20.110,12.4,4759.0,15.2,2019/10/07,04:15:46
2687.0,-999.25,951.18,951.18,79.08,20.958,13.7,4908.5,15.2,2019/10/07,04:15:49
2688.0,-999.25,955.09,955.09,80.68,20.562,12.9,5011.9,15.2,2019/10/07,04:15:53
2689.0,-999.25,955.76,955.76,80.51,18.868,10.8,4005.0,15.2,2019/10/07,04:15:57
2690.0,-999.25,955.74,955.74,80.51,20.449,15.5,4117.9,15.2,2019/10/07,04:16:02
2691.0,-999.25,947.49,947.49,80.79,19.828,13.1,4667.1,15.2,2019/10/07,04:16:06
2692.0,-999.25,922.34,922.34,78.75,20.845,11.8,4311.4,15.2,2019/10/07,04:16:09
2693.0,-999.25,905.43,905.43,78.81,20.958,12.4,4574.3,15.2,2019/10/07,04:16:13
2694.0,-999.25,889.21,889.21,78.50,20.958,13.3,4643.8,15.2,2019/10/07,04:16:17
2695.0,-999.25,908.96,908.96,78.25,19.150,13.0,5185.8,15.2,2019/10/07,04:16:21
2696.0,-999.25,924.33,924.33,78.67,20.958,13.0,5004.1,15.2,2019/10/07,04:16:25
2697.0,-999.25,936.06,936.06,78.83,20.958,12.0,4941.6,15.2,2019/10/07,04:16:29
2698.0,-999.25,939.88,939.88,79.14,20.958,12.8,4782.5,15.2,2019/10/07,04:16:32
2699.0,-999.25,937.16,937.16,79.14,20.958,13.0,4917.0,15.2,2019/10/07,04:16:36
2700.0,-999.25,931.23,931.23,79.14,20.958,13.1,4726.4,15.2,2019/10/07,04:16:40
2701.0,-999.25,929.48,929.48,78.72,20.958,13.0,5076.6,15.2,2019/10/07,04:16:44
2702.0,-999.25,925.73,925.73,78.61,20.958,13.9,4986.4,15.2,2019/10/07,04:16:49
2703.0,-999.25,914.64,914.64,80.26,19.997,11.3,4842.8,15.2,2019/10/07,04:16:53
2704.0,-999.25,901.90,901.90,80.70,19.941,11.1,4095.4,15.2,2019/10/07,04:16:56
2705.0,-999.25,894.52,894.52,80.56,19.376,10.9,3878.1,15.2,2019/10/07,04:17:00
2706.0,-999.25,909.44,909.44,80.29,19.602,13.3,3849.2,15.2,2019/10/07,04:17:03
2707.0,-999.25,937.72,937.72,78.44,20.393,13.4,4562.6,15.2,2019/10/07,04:17:07
2708.0,-999.25,961.19,961.19,78.22,20.958,13.9,5100.7,15.2,2019/10/07,04:17:11
