Hole Depth,True Vertical Depth,Rate Of Penetration,Rate Of Penetration,Rotary RPM,Rotary Torque,Weight on Bit,Differential Pressure,Inclination,YYYY/MM/DD,HH:MM:SS
17321.0,-999.25,359.06,359.06,70.18,27.285,28.7,7572.9,89.5,2019/10/31,19:47:37
17322.0,-999.25,353.20,353.20,70.01,28.076,28.9,7572.9,89.5,2019/10/31,19:47:47
17323.0,-999.25,351.92,351.92,70.63,26.833,28.9,7580.2,89.5,2019/10/31,19:47:56
17324.0,-999.25,349.77,349.77,70.43,27.567,29.0,7554.9,89.5,2019/10/31,19:48:07
17325.0,-999.25,347.68,347.68,70.12,26.833,29.1,7503.2,89.5,2019/10/31,19:48:17
17326.0,-999.25,341.74,341.74,69.87,27.341,28.9,7532.2,89.5,2019/10/31,19:48:28
17327.0,-999.25,345.33,345.33,70.12,26.833,29.0,7532.2,89.5,2019/10/31,19:48:38
17328.0,-999.25,351.52,351.52,70.38,25.534,28.8,7613.8,89.5,2019/10/31,19:48:49
17329.0,-999.25,352.67,352.67,70.63,27.341,28.9,7668.7,89.5,2019/10/31,19:49:00
17330.0,-999.25,352.60,352.60,70.24,27.793,29.1,7583.9,89.3,2019/10/31,19:49:09
17331.0,-999.25,346.14,346.14,70.21,27.172,29.0,7592.1,89.3,2019/10/31,19:49:21
17332.0,-999.25,344.31,344.31,70.35,27.341,28.8,7584.3,89.3,2019/10/31,19:49:31
17333.0,-999.25,345.19,345.19,70.10,28.415,28.9,7544.1,89.3,2019/10/31,19:49:42
17334.0,-999.25,345.39,345.39,70.26,27.454,28.9,7473.3,89.3,2019/10/31,19:49:52
17335.0,-999.25,345.26,345.26,70.26,27.172,28.8,7392.2,89.3,2019/10/31,19:50:02
17336.0,-999.25,348.68,348.68,70.21,27.737,28.9,7607.6,89.3,2019/10/31,19:50:12
17337.0,-999.25,349.60,349.60,70.26,27.285,29.0,7417.5,89.3,2019/10/31,19:50:23
17338.0,-999.25,347.82,347.82,70.21,27.963,28.8,7442.6,89.3,2019/10/31,19:50:34
17339.0,-999.25,348.75,348.75,70.32,26.720,28.9,7301.5,89.3,2019/10/31,19:50:43
17340.0,-999.25,348.68,348.68,70.12,27.172,29.2,7483.8,89.3,2019/10/31,19:50:54
17341.0,-999.25,344.00,344.00,70.12,26.889,29.0,7395.8,89.3,2019/10/31,19:51:04
17342.0,-999.25,340.28,340.28,70.35,27.285,30.4,7403.2,89.3,2019/10/31,19:51:24
17343.0,-999.25,223.33,223.33,70.32,24.969,28.7,7153.1,89.3,2019/10/31,19:51:35
17344.0,-999.25,314.20,314.20,70.21,23.895,26.7,6949.5,89.3,2019/10/31,19:51:45
17345.0,-999.25,344.32,344.32,70.63,25.985,25.5,6850.3,89.3,2019/10/31,19:51:56
17346.0,-999.25,346.97,346.97,70.43,25.251,25.4,6677.4,89.3,2019/10/31,19:52:06
17347.0,-999.25,347.39,347.39,70.26,24.969,25.6,6723.2,89.3,2019/10/31,19:52:17
17348.0,-999.25,346.67,346.67,70.38,24.799,25.5,6653.4,89.3,2019/10/31,19:52:27
17349.0,-999.25,346.64,346.64,70.26,25.025,25.5,6799.5,89.3,2019/10/31,19:52:38
17350.0,-999.25,353.65,353.65,70.21,25.703,25.6,6812.7,89.3,2019/10/31,19:52:47
17351.0,-999.25,363.95,363.95,70.29,25.025,26.2,6821.6,89.3,2019/10/31,19:52:56
17352.0,-999.25,371.96,371.96,70.46,25.251,26.6,6894.1,89.3,2019/10/31,19:53:07
17353.0,-999.25,374.89,374.89,70.35,24.969,27.2,6783.9,89.3,2019/10/31,19:53:16
17354.0,-999.25,375.78,375.78,70.26,25.759,27.2,6974.1,89.3,2019/10/31,19:53:25
17355.0,-999.25,375.47,375.47,70.49,27.285,28.0,7012.2,89.3,2019/10/31,19:53:35
17356.0,-999.25,376.90,376.90,70.35,26.042,28.3,7009.5,89.3,2019/10/31,19:53:44
17357.0,-999.25,375.87,375.87,70.57,27.793,29.1,7195.4,89.3,2019/10/31,19:53:55
17358.0,-999.25,373.92,373.92,70.40,27.680,29.1,7195.4,89.3,2019/10/31,19:54:04
17359.0,-999.25,369.47,369.47,70.26,27.737,29.6,7363.8,89.3,2019/10/31,19:54:14
17360.0,-999.25,364.20,364.20,70.38,26.776,28.9,7188.5,89.3,2019/10/31,19:54:24
17361.0,-999.25,367.16,367.16,70.38,28.697,29.6,7288.1,89.3,2019/10/31,19:54:34
17362.0,-999.25,365.64,365.64,70.29,27.228,29.5,7288.1,89.3,2019/10/31,19:54:44
17363.0,-999.25,355.84,355.84,70.32,27.454,29.4,7476.0,89.3,2019/10/31,19:54:55
17364.0,-999.25,359.44,359.44,70.38,27.680,29.7,7485.5,89.3,2019/10/31,19:55:05
17365.0,-999.25,20.82,20.82,70.01,15.026,3.6,1504.7,89.3,2019/10/31,20:01:00
17366.0,-999.25,55.92,55.92,70.21,17.003,4.8,1760.2,89.3,2019/10/31,20:01:07
17367.0,-999.25,29.61,29.61,70.49,16.608,5.8,2271.0,89.3,2019/10/31,20:01:14
17368.0,-999.25,163.39,163.39,70.29,18.981,8.1,3234.1,89.3,2019/10/31,20:01:31
17369.0,-999.25,236.95,236.95,70.46,20.393,9.6,3660.7,89.3,2019/10/31,20:01:45
17370.0,-999.25,280.13,280.13,70.21,21.071,11.3,4125.5,89.3,2019/10/31,20:01:55
17371.0,-999.25,300.39,300.39,70.40,21.805,12.4,4782.3,89.3,2019/10/31,20:02:08
17372.0,-999.25,300.74,300.74,70.15,20.901,13.1,5072.5,89.3,2019/10/31,20:02:20
17373.0,-999.25,300.94,300.94,70.26,21.184,13.1,5332.4,89.3,2019/10/31,20:02:33
17374.0,-999.25,308.38,308.38,70.35,19.433,17.1,5490.3,89.3,2019/10/31,20:02:43
17375.0,-999.25,323.75,323.75,70.43,21.184,17.1,5492.4,89.3,2019/10/31,20:02:54
17376.0,-999.25,325.55,325.55,70.38,22.088,15.4,5800.7,89.3,2019/10/31,20:03:06
17377.0,-999.25,325.71,325.71,70.18,21.805,15.5,5925.4,89.3,2019/10/31,20:03:16
17378.0,-999.25,328.49,328.49,70.38,21.749,16.1,6091.4,89.1,2019/10/31,20:03:27
17379.0,-999.25,341.47,341.47,70.29,22.991,17.3,6094.0,89.1,2019/10/31,20:03:37
17380.0,-999.25,352.57,352.57,70.51,22.709,17.9,6268.1,89.1,2019/10/31,20:03:47
17381.0,-999.25,355.93,355.93,70.15,21.975,18.6,6415.8,89.1,2019/10/31,20:03:57
17382.0,-999.25,356.57,356.57,70.51,24.178,18.9,6558.3,89.1,2019/10/31,20:04:07
17383.0,-999.25,361.55,361.55,70.38,24.178,19.8,6565.8,89.1,2019/10/31,20:04:18
17384.0,-999.25,362.10,362.10,70.18,24.517,20.2,6773.8,89.1,2019/10/31,20:04:27
17385.0,-999.25,361.42,361.42,70.32,24.573,20.9,6814.9,89.1,2019/10/31,20:04:37
17386.0,-999.25,361.06,361.06,69.98,24.799,21.6,6948.4,89.1,2019/10/31,20:04:46
17387.0,-999.25,360.95,360.95,70.40,24.743,22.0,7056.0,89.1,2019/10/31,20:04:57
17388.0,-999.25,370.49,370.49,70.01,27.059,23.5,7186.0,89.1,2019/10/31,20:05:07
17389.0,-999.25,379.03,379.03,70.35,25.534,24.2,7348.6,89.1,2019/10/31,20:05:15
17390.0,-999.25,380.46,380.46,70.15,26.098,24.9,7534.3,89.1,2019/10/31,20:05:24
17391.0,-999.25,380.68,380.68,70.29,27.228,25.5,7482.5,89.1,2019/10/31,20:05:35
17392.0,-999.25,382.88,382.88,70.32,28.132,25.9,7643.9,89.1,2019/10/31,20:05:43
17393.0,-999.25,391.19,391.19,70.07,27.680,27.0,7631.3,89.1,2019/10/31,20:05:53
17394.0,-999.25,394.90,394.90,70.15,26.833,27.6,7801.5,89.1,2019/10/31,20:06:02
17395.0,-999.25,395.69,395.69,69.96,28.979,28.0,8142.6,89.1,2019/10/31,20:06:11
17396.0,-999.25,393.82,393.82,70.29,28.979,29.2,8263.5,89.1,2019/10/31,20:06:20
17397.0,-999.25,391.45,391.45,70.40,28.979,29.9,8323.4,89.1,2019/10/31,20:06:31
17398.0,-999.25,385.22,385.22,68.64,28.979,30.0,8598.6,89.1,2019/10/31,20:06:41
17399.0,-999.25,365.52,365.52,69.54,28.979,30.1,8774.4,89.1,2019/10/31,20:06:53
17400.0,-999.25,327.06,327.06,69.43,28.979,29.9,8658.6,89.2,2019/10/31,20:07:04
17401.0,-999.25,313.26,313.26,69.73,28.979,29.9,8829.6,89.2,2019/10/31,20:07:16
17402.0,-999.25,314.00,314.00,70.01,28.979,29.6,8878.9,89.2,2019/10/31,20:07:27
17403.0,-999.25,319.57,319.57,70.26,28.979,29.6,8761.5,89.2,2019/10/31,20:07:39
17404.0,-999.25,323.56,323.56,69.93,28.979,29.6,8807.1,89.2,2019/10/31,20:07:49
17405.0,-999.25,322.78,322.78,70.35,28.979,31.0,8818.9,89.2,2019/10/31,20:08:18
17406.0,-999.25,224.74,224.74,70.40,25.590,26.4,8393.5,89.2,2019/10/31,20:08:30
17407.0,-999.25,302.21,302.21,70.18,26.155,25.3,8264.6,89.2,2019/10/31,20:08:41
17408.0,-999.25,317.40,317.40,70.32,25.759,23.2,8132.4,89.2,2019/10/31,20:08:53
17409.0,-999.25,324.00,324.00,70.24,26.211,23.4,8168.8,89.2,2019/10/31,20:09:04
17410.0,-999.25,324.94,324.94,70.10,26.437,23.8,8162.5,89.2,2019/10/31,20:09:16
17411.0,-999.25,326.17,326.17,70.29,26.437,23.9,8190.6,89.2,2019/10/31,20:09:26
17412.0,-999.25,325.12,325.12,70.15,27.567,24.1,8274.8,89.2,2019/10/31,20:09:37
17413.0,-999.25,325.34,325.34,70.40,26.833,24.6,8393.2,89.2,2019/10/31,20:09:49
17414.0,-999.25,324.35,324.35,70.04,27.737,24.1,8491.9,89.2,2019/10/31,20:10:00
17415.0,-999.25,325.84,325.84,70.18,26.946,24.8,8717.1,89.2,2019/10/31,20:10:10
17416.0,-999.25,325.29,325.29,70.04,27.680,25.3,8717.1,89.2,2019/10/31,20:10:20
17417.0,-999.25,337.56,337.56,70.21,27.963,26.2,8931.1,89.2,2019/10/31,20:10:32
17418.0,-999.25,344.69,344.69,70.24,27.963,26.5,9115.9,89.2,2019/10/31,20:10:42
17419.0,-999.25,346.40,346.40,69.71,28.979,27.3,9592.8,89.2,2019/10/31,20:10:52
17420.0,-999.25,344.81,344.81,70.54,28.979,27.0,10324.1,89.2,2019/10/31,20:11:37
17421.0,-999.25,210.81,210.81,70.40,22.822,17.6,8691.8,89.2,2019/10/31,20:11:48
17422.0,-999.25,337.68,337.68,70.18,23.274,18.2,8258.8,89.2,2019/10/31,20:11:57
17423.0,-999.25,351.55,351.55,70.24,23.500,18.9,8255.6,89.2,2019/10/31,20:12:08
17424.0,-999.25,350.96,350.96,70.35,25.308,20.9,8549.0,89.2,2019/10/31,20:12:18
17425.0,-999.25,350.12,350.12,70.46,25.308,21.4,8610.0,89.2,2019/10/31,20:12:28
17426.0,-999.25,350.25,350.25,70.74,27.454,22.4,8945.6,89.2,2019/10/31,20:12:39
17427.0,-999.25,349.84,349.84,70.43,27.172,24.0,8990.9,89.2,2019/10/31,20:12:50
17428.0,-999.25,352.08,352.08,70.43,28.076,24.3,9221.5,89.2,2019/10/31,20:13:00
17429.0,-999.25,351.78,351.78,69.98,28.979,25.9,9710.0,89.2,2019/10/31,20:13:10
17430.0,-999.25,340.31,340.31,70.43,28.979,26.3,10241.4,89.2,2019/10/31,20:13:58
17431.0,-999.25,216.19,216.19,70.21,26.381,18.5,8990.4,89.2,2019/10/31,20:14:09
17432.0,-999.25,328.14,328.14,70.32,24.743,19.8,8629.4,89.2,2019/10/31,20:14:20
17433.0,-999.25,329.88,329.88,70.65,25.646,20.7,8688.6,89.2,2019/10/31,20:14:31
17434.0,-999.25,329.39,329.39,70.49,25.703,21.9,8815.7,89.2,2019/10/31,20:14:42
17435.0,-999.25,330.46,330.46,70.29,25.534,22.6,9122.7,89.2,2019/10/31,20:14:52
17436.0,-999.25,330.36,330.36,70.51,27.002,26.7,9138.3,89.2,2019/10/31,20:15:04
17437.0,-999.25,329.73,329.73,70.24,28.979,27.7,9233.2,89.2,2019/10/31,20:15:16
17438.0,-999.25,324.80,324.80,70.29,28.189,27.7,9214.9,89.2,2019/10/31,20:15:27
17439.0,-999.25,315.71,315.71,69.48,28.979,25.6,9963.9,89.2,2019/10/31,20:15:43
17440.0,-999.25,288.43,288.43,70.26,28.979,23.9,9894.8,89.2,2019/10/31,20:16:07
17441.0,-999.25,241.92,241.92,70.21,26.381,22.0,9406.8,89.2,2019/10/31,20:16:19
17442.0,-999.25,300.60,300.60,70.32,26.098,22.1,9145.9,89.2,2019/10/31,20:16:30
17443.0,-999.25,301.53,301.53,70.18,27.680,22.6,9140.5,89.2,2019/10/31,20:16:43
17444.0,-999.25,300.74,300.74,70.32,28.302,23.1,9530.8,89.2,2019/10/31,20:16:55
17445.0,-999.25,296.28,296.28,70.26,28.979,23.7,9806.1,89.2,2019/10/31,20:17:09
17446.0,-999.25,279.97,279.97,70.38,28.979,23.7,9650.1,89.2,2019/10/31,20:17:22
17447.0,-999.25,265.02,265.02,70.29,28.979,23.8,9710.6,89.2,2019/10/31,20:17:38
17448.0,-999.25,257.99,257.99,70.15,28.979,23.4,9877.5,89.2,2019/10/31,20:18:03
17449.0,-999.25,205.28,205.28,70.29,27.906,21.1,9498.1,89.2,2019/10/31,20:18:18
17450.0,-999.25,245.97,245.97,70.32,27.115,21.3,9331.7,89.2,2019/10/31,20:18:31
17451.0,-999.25,249.64,249.64,70.38,28.697,21.7,9483.6,89.2,2019/10/31,20:18:46
17452.0,-999.25,250.04,250.04,70.21,27.285,22.0,9456.7,89.2,2019/10/31,20:19:00
17453.0,-999.25,249.79,249.79,70.24,27.624,21.8,9453.5,89.2,2019/10/31,20:19:15
17454.0,-999.25,250.07,250.07,70.32,27.398,22.0,9539.9,89.2,2019/10/31,20:19:30
17455.0,-999.25,249.32,249.32,70.15,28.132,22.2,9634.7,89.2,2019/10/31,20:19:45
17456.0,-999.25,243.22,243.22,70.07,28.979,22.4,9577.5,89.2,2019/10/31,20:20:00
17457.0,-999.25,234.80,234.80,70.10,28.979,22.2,9604.9,89.2,2019/10/31,20:20:15
17458.0,-999.25,242.18,242.18,70.38,28.979,22.2,9287.9,89.2,2019/10/31,20:20:31
17459.0,-999.25,244.18,244.18,70.29,27.793,22.6,9215.4,89.2,2019/10/31,20:20:46
17460.0,-999.25,72.07,72.07,70.43,18.133,5.7,616.0,89.1,2019/10/31,20:27:55
17461.0,-999.25,198.79,198.79,70.40,19.207,8.8,1979.8,89.1,2019/10/31,20:28:14
17462.0,-999.25,208.68,208.68,70.51,20.280,11.9,3143.2,89.1,2019/10/31,20:28:30
17463.0,-999.25,240.77,240.77,70.49,21.692,13.5,3912.6,89.1,2019/10/31,20:28:43
17464.0,-999.25,250.64,250.64,70.35,22.652,15.4,4525.1,89.1,2019/10/31,20:28:58
17465.0,-999.25,249.53,249.53,70.24,24.630,16.5,5313.2,89.1,2019/10/31,20:29:13
17466.0,-999.25,251.60,251.60,70.49,25.929,17.0,5793.8,89.1,2019/10/31,20:29:26
17467.0,-999.25,264.27,264.27,70.40,23.895,21.5,6356.8,89.1,2019/10/31,20:29:40
17468.0,-999.25,274.89,274.89,70.04,23.500,21.7,6812.0,89.1,2019/10/31,20:29:53
17469.0,-999.25,275.93,275.93,70.43,25.308,22.3,7017.5,89.1,2019/10/31,20:30:07
17470.0,-999.25,275.74,275.74,70.15,27.341,20.7,7205.0,89.1,2019/10/31,20:30:19
17471.0,-999.25,275.54,275.54,70.43,27.059,21.8,7571.5,89.1,2019/10/31,20:30:32
17472.0,-999.25,33.64,33.64,60.72,13.106,8.5,286.9,89.1,2019/10/31,20:41:07
17473.0,-999.25,37.47,37.47,60.60,12.145,12.1,124.4,89.1,2019/10/31,20:42:46
17474.0,-999.25,37.98,37.98,60.86,9.603,13.9,230.6,89.1,2019/10/31,20:46:28
17475.0,-999.25,39.78,39.78,60.66,10.168,18.0,196.3,89.1,2019/10/31,20:47:59
17476.0,-999.25,39.83,39.83,60.60,15.083,20.5,1442.8,89.1,2019/10/31,20:55:48
17477.0,-999.25,27.18,27.18,60.49,15.026,16.4,148.0,89.1,2019/10/31,20:57:41
17478.0,-999.25,34.81,34.81,60.77,15.422,18.0,997.6,89.1,2019/10/31,20:59:27
17479.0,-999.25,34.35,34.35,60.66,12.258,18.4,945.1,89.1,2019/10/31,21:03:40
17480.0,-999.25,31.42,31.42,60.55,11.072,17.1,389.8,89.1,2019/10/31,21:05:35
17481.0,-999.25,31.23,31.23,60.72,16.156,18.7,1550.1,89.1,2019/10/31,21:10:00
17482.0,-999.25,31.11,31.11,60.77,15.026,16.6,1170.1,89.1,2019/10/31,21:11:55
17483.0,-999.25,42.02,42.02,70.32,21.579,10.3,2559.2,89.1,2019/10/31,21:16:57
17484.0,-999.25,182.74,182.74,70.35,21.523,11.8,3350.3,89.1,2019/10/31,21:17:14
17485.0,-999.25,235.67,235.67,70.24,22.765,12.8,3734.9,89.1,2019/10/31,21:17:27
17486.0,-999.25,253.53,253.53,70.43,23.274,14.8,4610.4,89.1,2019/10/31,21:17:41
17487.0,-999.25,271.36,271.36,70.35,25.195,15.8,5072.1,89.1,2019/10/31,21:17:54
17488.0,-999.25,275.20,275.20,70.12,26.663,18.0,5292.4,89.1,2019/10/31,21:18:08
17489.0,-999.25,275.23,275.23,70.43,27.793,19.4,5785.2,89.1,2019/10/31,21:18:21
17490.0,-999.25,273.95,273.95,70.32,25.759,20.2,6173.9,89.1,2019/10/31,21:18:33
17491.0,-999.25,273.65,273.65,70.54,27.059,20.5,6399.8,89.1,2019/10/31,21:18:47
17492.0,-999.25,282.33,282.33,70.15,28.132,22.7,6597.2,89.1,2019/10/31,21:18:59
17493.0,-999.25,295.81,295.81,70.07,28.979,23.3,6844.9,89.1,2019/10/31,21:19:12
17494.0,-999.25,295.59,295.59,70.21,28.979,23.8,7203.1,89.1,2019/10/31,21:19:24
17495.0,-999.25,289.35,289.35,70.04,28.979,24.5,7401.6,89.1,2019/10/31,21:19:36
17496.0,-999.25,285.79,285.79,70.04,28.979,25.7,7811.1,89.1,2019/10/31,21:19:50
17497.0,-999.25,284.65,284.65,69.73,28.979,25.8,7956.6,89.1,2019/10/31,21:20:02
17498.0,-999.25,284.05,284.05,69.93,28.979,28.0,8138.6,89.1,2019/10/31,21:20:23
17499.0,-999.25,221.85,221.85,70.32,28.979,27.6,8106.1,89.1,2019/10/31,21:20:45
17500.0,-999.25,227.43,227.43,70.32,28.076,26.0,7550.8,89.1,2019/10/31,21:21:00
17501.0,-999.25,249.16,249.16,70.32,26.663,22.6,7246.1,89.1,2019/10/31,21:21:13
17502.0,-999.25,262.49,262.49,70.21,26.211,23.0,7192.6,89.1,2019/10/31,21:21:27
17503.0,-999.25,274.93,274.93,70.49,26.437,22.7,7186.6,89.1,2019/10/31,21:21:41
17504.0,-999.25,275.36,275.36,70.40,26.663,23.6,7236.9,89.1,2019/10/31,21:21:53
17505.0,-999.25,275.86,275.86,70.18,26.494,23.5,7116.9,89.1,2019/10/31,21:22:07
17506.0,-999.25,273.42,273.42,70.18,28.979,24.1,7225.9,89.1,2019/10/31,21:22:20
17507.0,-999.25,268.49,268.49,70.15,27.680,24.2,7301.8,89.1,2019/10/31,21:22:34
17508.0,-999.25,270.17,270.17,70.10,28.979,24.3,7354.6,89.1,2019/10/31,21:22:47
17509.0,-999.25,269.25,269.25,70.10,28.358,24.8,7634.7,89.1,2019/10/31,21:23:01
17510.0,-999.25,269.99,269.99,70.26,27.285,24.9,7700.1,89.1,2019/10/31,21:23:13
17511.0,-999.25,269.80,269.80,70.04,28.979,26.0,7678.8,89.1,2019/10/31,21:23:29
17512.0,-999.25,263.62,263.62,70.04,28.810,25.7,7711.3,89.1,2019/10/31,21:23:41
17513.0,-999.25,267.56,267.56,70.07,28.979,26.2,7899.7,89.1,2019/10/31,21:23:55
17514.0,-999.25,267.09,267.09,69.82,28.979,26.9,7893.3,89.1,2019/10/31,21:24:09
17515.0,-999.25,257.96,257.96,69.93,28.979,26.7,8041.1,89.1,2019/10/31,21:24:24
17516.0,-999.25,252.73,252.73,70.01,28.979,26.6,8042.0,89.1,2019/10/31,21:24:38
17517.0,-999.25,254.43,254.43,69.90,28.979,26.5,8076.3,89.1,2019/10/31,21:24:53
17518.0,-999.25,254.67,254.67,69.57,28.979,27.1,8031.7,89.1,2019/10/31,21:25:06
17519.0,-999.25,250.94,250.94,70.49,28.979,27.2,7958.4,89.1,2019/10/31,21:25:40
17520.0,-999.25,199.76,199.76,70.77,27.454,20.6,7022.7,89.1,2019/10/31,21:25:58
17521.0,-999.25,200.43,200.43,70.77,26.211,20.0,6721.3,89.1,2019/10/31,21:26:16
17522.0,-999.25,199.74,199.74,70.74,25.364,19.0,6395.7,89.1,2019/10/31,21:26:34
17523.0,-999.25,201.70,201.70,70.29,25.646,18.3,6262.7,89.1,2019/10/31,21:26:53
17524.0,-999.25,201.11,201.11,70.40,26.211,17.6,5964.1,89.1,2019/10/31,21:27:11
17525.0,-999.25,200.80,200.80,70.29,23.387,17.3,5623.9,89.1,2019/10/31,21:27:28
17526.0,-999.25,200.72,200.72,70.68,24.065,17.1,5631.4,89.1,2019/10/31,21:27:47
17527.0,-999.25,200.93,200.93,70.60,23.782,16.8,5437.4,89.1,2019/10/31,21:28:05
17528.0,-999.25,200.39,200.39,70.51,23.104,16.7,5384.3,89.0,2019/10/31,21:28:22
17529.0,-999.25,200.61,200.61,70.46,24.630,16.7,5380.3,89.0,2019/10/31,21:28:40
17530.0,-999.25,200.68,200.68,70.74,24.799,19.7,5340.8,89.0,2019/10/31,21:28:58
17531.0,-999.25,200.69,200.69,70.35,25.477,19.8,5333.6,89.0,2019/10/31,21:29:17
17532.0,-999.25,215.69,215.69,70.21,23.500,18.2,5464.9,89.0,2019/10/31,21:29:31
17533.0,-999.25,247.01,247.01,70.46,24.460,18.1,5398.5,89.0,2019/10/31,21:29:45
17534.0,-999.25,250.03,250.03,70.54,26.098,18.6,5499.9,89.0,2019/10/31,21:30:01
17535.0,-999.25,251.44,251.44,70.46,24.969,18.7,5687.6,89.0,2019/10/31,21:30:14
17536.0,-999.25,251.62,251.62,70.43,27.059,19.7,6035.2,89.0,2019/10/31,21:30:29
17537.0,-999.25,250.34,250.34,70.46,27.624,19.9,6035.2,89.0,2019/10/31,21:30:43
17538.0,-999.25,249.53,249.53,70.38,26.324,20.2,6569.9,89.0,2019/10/31,21:30:58
17539.0,-999.25,251.56,251.56,70.68,26.098,20.0,6705.7,89.0,2019/10/31,21:31:13
17540.0,-999.25,251.46,251.46,70.07,27.228,20.5,6718.9,89.0,2019/10/31,21:31:26
17541.0,-999.25,255.35,255.35,70.29,27.454,21.0,6718.9,89.0,2019/10/31,21:31:40
17542.0,-999.25,271.58,271.58,70.35,25.477,21.5,6863.1,89.0,2019/10/31,21:31:53
17543.0,-999.25,274.06,274.06,70.10,27.963,22.5,6997.5,89.0,2019/10/31,21:32:06
17544.0,-999.25,274.64,274.64,70.10,27.341,22.7,7001.9,89.0,2019/10/31,21:32:19
17545.0,-999.25,275.88,275.88,70.38,28.640,23.2,7208.3,89.0,2019/10/31,21:32:32
17546.0,-999.25,275.19,275.19,70.29,27.624,23.7,7270.6,88.8,2019/10/31,21:32:47
17547.0,-999.25,271.16,271.16,70.07,27.793,24.1,7288.6,88.8,2019/10/31,21:33:00
17548.0,-999.25,271.20,271.20,70.29,28.979,24.5,7450.2,88.8,2019/10/31,21:33:13
17549.0,-999.25,269.71,269.71,70.51,28.979,24.6,7597.0,88.8,2019/10/31,21:33:27
17550.0,-999.25,266.98,266.98,70.15,28.979,25.0,7653.6,88.8,2019/10/31,21:33:41
17551.0,-999.25,267.84,267.84,70.51,28.979,25.1,7648.3,88.8,2019/10/31,21:33:54
17552.0,-999.25,266.63,266.63,70.04,28.979,25.6,7801.8,88.8,2019/10/31,21:34:07
17553.0,-999.25,20.05,20.05,70.18,14.970,3.9,-602.1,88.4,2019/10/31,21:40:45
17554.0,-999.25,165.15,165.15,70.40,16.665,6.3,189.0,88.4,2019/10/31,21:41:04
17555.0,-999.25,200.96,200.96,70.18,20.167,9.3,1961.9,88.4,2019/10/31,21:41:22
17556.0,-999.25,200.24,200.24,70.29,20.562,11.0,2963.2,88.4,2019/10/31,21:41:40
17557.0,-999.25,200.11,200.11,70.46,21.692,11.9,3848.3,88.4,2019/10/31,21:41:59
17558.0,-999.25,221.67,221.67,70.32,21.071,13.2,4311.8,88.4,2019/10/31,21:42:12
17559.0,-999.25,250.09,250.09,70.21,23.217,14.1,4734.9,88.4,2019/10/31,21:42:26
17560.0,-999.25,251.08,251.08,70.32,23.330,17.4,5245.6,88.4,2019/10/31,21:42:42
17561.0,-999.25,259.76,259.76,70.46,24.065,20.2,5466.1,88.4,2019/10/31,21:42:54
17562.0,-999.25,277.44,277.44,70.29,23.839,20.2,5755.0,88.4,2019/10/31,21:43:07
17563.0,-999.25,277.80,277.80,70.26,25.872,19.2,6089.7,88.4,2019/10/31,21:43:21
17564.0,-999.25,275.66,275.66,70.26,26.211,19.6,6418.8,88.4,2019/10/31,21:43:33
17565.0,-999.25,275.82,275.82,70.26,28.979,20.1,6783.8,88.4,2019/10/31,21:43:46
17566.0,-999.25,275.04,275.04,70.01,28.245,21.3,6924.4,88.4,2019/10/31,21:44:00
17567.0,-999.25,270.10,270.10,70.26,28.979,21.7,7166.6,88.4,2019/10/31,21:44:13
17568.0,-999.25,265.79,265.79,70.46,28.979,22.1,7264.4,88.4,2019/10/31,21:44:27
17569.0,-999.25,265.18,265.18,70.26,28.979,22.2,7408.6,88.4,2019/10/31,21:44:41
17570.0,-999.25,264.89,264.89,70.12,28.415,22.9,7322.6,88.4,2019/10/31,21:44:54
17571.0,-999.25,267.75,267.75,70.21,28.979,22.8,7376.2,88.4,2019/10/31,21:45:08
17572.0,-999.25,268.89,268.89,70.01,28.979,23.4,7499.0,88.4,2019/10/31,21:45:21
17573.0,-999.25,270.85,270.85,70.15,28.527,23.2,7594.5,88.4,2019/10/31,21:45:35
17574.0,-999.25,272.69,272.69,70.10,28.979,24.4,7718.3,88.4,2019/10/31,21:45:48
17575.0,-999.25,271.49,271.49,69.96,28.979,25.1,8001.1,88.4,2019/10/31,21:46:02
17576.0,-999.25,260.06,260.06,69.71,28.979,25.7,8187.9,88.4,2019/10/31,21:46:16
17577.0,-999.25,252.21,252.21,70.40,28.979,27.3,8364.4,88.3,2019/10/31,21:47:08
17578.0,-999.25,202.54,202.54,70.49,25.985,17.0,6784.6,88.3,2019/10/31,21:47:22
17579.0,-999.25,273.65,273.65,70.49,25.364,17.5,6493.6,88.3,2019/10/31,21:47:34
17580.0,-999.25,275.73,275.73,70.15,24.912,17.9,6599.9,88.3,2019/10/31,21:47:47
17581.0,-999.25,275.99,275.99,70.68,26.211,18.6,6725.7,88.3,2019/10/31,21:48:01
17582.0,-999.25,274.91,274.91,70.21,26.494,19.6,6700.2,88.3,2019/10/31,21:48:13
17583.0,-999.25,275.26,275.26,70.21,27.680,20.3,6862.2,88.3,2019/10/31,21:48:27
17584.0,-999.25,275.13,275.13,70.26,26.550,20.8,7036.0,88.3,2019/10/31,21:48:41
17585.0,-999.25,274.40,274.40,69.90,28.076,21.5,7147.1,88.3,2019/10/31,21:48:54
17586.0,-999.25,272.05,272.05,70.29,28.810,22.3,7349.9,88.3,2019/10/31,21:49:07
17587.0,-999.25,269.32,269.32,70.40,28.979,22.8,7415.9,88.3,2019/10/31,21:49:21
